age,value_eur,international_reputation,pace,shooting,passing,dribbling,physic,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,skill_dribbling,skill_ball_control,movement_agility,movement_reactions,movement_balance,power_long_shots,mentality_positioning,mentality_penalties,mentality_composure,overall
22,3000000,1,81.0,72.0,51.0,68.0,61.0,76,70,76,67,70,74,60,82,63,75,64,65.0,74
23,9000000,1,82.0,74.0,55.0,72.0,64.0,80,71,69,76,75,77,74,71,75,77,72,71.0,68
23,9000000,1,82.0,74.0,55.0,72.0,64.0,80,71,69,76,75,77,74,71,75,77,72,71.0,72
23,9000000,1,82.0,74.0,55.0,72.0,64.0,80,71,69,76,75,77,74,71,75,77,72,71.0,75
23,9000000,1,82.0,74.0,55.0,72.0,64.0,80,71,69,76,75,77,74,71,75,77,72,71.0,74
23,9000000,1,82.0,74.0,55.0,72.0,64.0,80,71,69,76,75,77,74,71,75,77,72,71.0,74
24,7500000,1,81.0,74.0,55.0,72.0,65.0,77,71,66,72,72,75,67,69,69,75,68,68.0,68
24,7500000,1,81.0,74.0,55.0,72.0,65.0,77,71,66,72,72,75,67,69,69,75,68,68.0,72
24,7500000,1,81.0,74.0,55.0,72.0,65.0,77,71,66,72,72,75,67,69,69,75,68,68.0,75
24,7500000,1,81.0,74.0,55.0,72.0,65.0,77,71,66,72,72,75,67,69,69,75,68,68.0,74
24,7500000,1,81.0,74.0,55.0,72.0,65.0,77,71,66,72,72,75,67,69,69,75,68,68.0,74
25,7000000,1,81.0,74.0,55.0,72.0,65.0,77,71,66,72,72,75,67,69,69,75,68,68.0,68
25,7000000,1,81.0,74.0,55.0,72.0,65.0,77,71,66,72,72,75,67,69,69,75,68,68.0,72
25,7000000,1,81.0,74.0,55.0,72.0,65.0,77,71,66,72,72,75,67,69,69,75,68,68.0,75
25,7000000,1,81.0,74.0,55.0,72.0,65.0,77,71,66,72,72,75,67,69,69,75,68,68.0,74
25,7000000,1,81.0,74.0,55.0,72.0,65.0,77,71,66,72,72,75,67,69,69,75,68,68.0,74
22,400000,1,70.0,61.0,52.0,60.0,65.0,62,57,63,62,57,67,48,60,59,59,55,62.0,62
22,400000,1,70.0,61.0,52.0,60.0,65.0,62,57,63,62,57,67,48,60,59,59,55,62.0,63
24,500000,1,70.0,62.0,52.0,60.0,64.0,64,61,63,62,57,67,48,60,59,60,55,62.0,62
24,500000,1,70.0,62.0,52.0,60.0,64.0,64,61,63,62,57,67,48,60,59,60,55,62.0,63
19,280000,1,71.0,59.0,39.0,55.0,61.0,70,67,55,52,58,66,52,67,52,53,52,0.0,59
19,280000,1,71.0,59.0,39.0,55.0,61.0,70,67,55,52,58,66,52,67,52,53,52,0.0,58
23,190000,1,71.0,57.0,40.0,54.0,59.0,60,59,54,50,54,68,49,67,51,52,51,51.0,59
23,190000,1,71.0,57.0,40.0,54.0,59.0,60,59,54,50,54,68,49,67,51,52,51,51.0,58
19,925000,1,80.0,65.0,53.0,65.0,59.0,70,59,60,66,68,57,67,69,60,70,68,0.0,66
19,925000,1,80.0,65.0,53.0,65.0,59.0,70,59,60,66,68,57,67,69,60,70,68,0.0,69
19,925000,1,80.0,65.0,53.0,65.0,59.0,70,59,60,66,68,57,67,69,60,70,68,0.0,69
19,925000,1,80.0,65.0,53.0,65.0,59.0,70,59,60,66,68,57,67,69,60,70,68,0.0,66
19,925000,1,80.0,65.0,53.0,65.0,59.0,70,59,60,66,68,57,67,69,60,70,68,0.0,66
20,1700000,1,79.0,67.0,54.0,68.0,62.0,73,64,59,69,70,68,66,73,59,73,67,60.0,66
20,1700000,1,79.0,67.0,54.0,68.0,62.0,73,64,59,69,70,68,66,73,59,73,67,60.0,69
20,1700000,1,79.0,67.0,54.0,68.0,62.0,73,64,59,69,70,68,66,73,59,73,67,60.0,69
20,1700000,1,79.0,67.0,54.0,68.0,62.0,73,64,59,69,70,68,66,73,59,73,67,60.0,66
20,1700000,1,79.0,67.0,54.0,68.0,62.0,73,64,59,69,70,68,66,73,59,73,67,60.0,66
21,1500000,1,75.0,66.0,54.0,68.0,61.0,70,62,59,68,69,65,66,71,59,71,67,60.0,66
21,1500000,1,75.0,66.0,54.0,68.0,61.0,70,62,59,68,69,65,66,71,59,71,67,60.0,69
21,1500000,1,75.0,66.0,54.0,68.0,61.0,70,62,59,68,69,65,66,71,59,71,67,60.0,69
21,1500000,1,75.0,66.0,54.0,68.0,61.0,70,62,59,68,69,65,66,71,59,71,67,60.0,66
21,1500000,1,75.0,66.0,54.0,68.0,61.0,70,62,59,68,69,65,66,71,59,71,67,60.0,66
22,925000,1,73.0,65.0,56.0,64.0,54.0,67,62,59,63,65,64,66,70,59,65,67,62.0,66
22,925000,1,73.0,65.0,56.0,64.0,54.0,67,62,59,63,65,64,66,70,59,65,67,62.0,69
22,925000,1,73.0,65.0,56.0,64.0,54.0,67,62,59,63,65,64,66,70,59,65,67,62.0,69
22,925000,1,73.0,65.0,56.0,64.0,54.0,67,62,59,63,65,64,66,70,59,65,67,62.0,66
22,925000,1,73.0,65.0,56.0,64.0,54.0,67,62,59,63,65,64,66,70,59,65,67,62.0,66
23,925000,1,73.0,65.0,57.0,65.0,58.0,65,62,59,63,65,69,66,71,63,65,73,60.0,66
23,925000,1,73.0,65.0,57.0,65.0,58.0,65,62,59,63,65,69,66,71,63,65,73,60.0,69
23,925000,1,73.0,65.0,57.0,65.0,58.0,65,62,59,63,65,69,66,71,63,65,73,60.0,69
23,925000,1,73.0,65.0,57.0,65.0,58.0,65,62,59,63,65,69,66,71,63,65,73,60.0,66
23,925000,1,73.0,65.0,57.0,65.0,58.0,65,62,59,63,65,69,66,71,63,65,73,60.0,66
19,160000,1,77.0,49.0,42.0,62.0,53.0,50,42,43,64,54,77,53,76,48,53,56,0.0,55
20,850000,1,71.0,63.0,59.0,68.0,58.0,60,41,67,72,73,72,78,65,83,64,53,0.0,65
20,850000,1,71.0,63.0,59.0,68.0,58.0,60,41,67,72,73,72,78,65,83,64,53,0.0,65
20,850000,1,71.0,63.0,59.0,68.0,58.0,60,41,67,72,73,72,78,65,83,64,53,0.0,68
21,775000,1,71.0,63.0,59.0,68.0,58.0,60,40,63,68,67,72,66,65,66,62,52,50.0,65
21,775000,1,71.0,63.0,59.0,68.0,58.0,60,40,63,68,67,72,66,65,66,62,52,50.0,65
21,775000,1,71.0,63.0,59.0,68.0,58.0,60,40,63,68,67,72,66,65,66,62,52,50.0,68
23,1300000,1,77.0,65.0,61.0,71.0,61.0,62,37,63,71,70,76,67,72,68,64,58,54.0,65
23,1300000,1,77.0,65.0,61.0,71.0,61.0,62,37,63,71,70,76,67,72,68,64,58,54.0,65
23,1300000,1,77.0,65.0,61.0,71.0,61.0,62,37,63,71,70,76,67,72,68,64,58,54.0,68
20,1100000,1,74.0,64.0,38.0,65.0,69.0,75,69,46,76,75,85,80,56,74,76,52,63.0,66
20,1100000,1,74.0,64.0,38.0,65.0,69.0,75,69,46,76,75,85,80,56,74,76,52,63.0,67
20,1100000,1,74.0,64.0,38.0,65.0,69.0,75,69,46,76,75,85,80,56,74,76,52,63.0,67
20,1100000,1,74.0,64.0,38.0,65.0,69.0,75,69,46,76,75,85,80,56,74,76,52,63.0,69
21,1300000,1,75.0,64.0,39.0,67.0,69.0,66,68,46,66,67,74,67,56,63,64,52,63.0,66
21,1300000,1,75.0,64.0,39.0,67.0,69.0,66,68,46,66,67,74,67,56,63,64,52,63.0,67
21,1300000,1,75.0,64.0,39.0,67.0,69.0,66,68,46,66,67,74,67,56,63,64,52,63.0,67
21,1300000,1,75.0,64.0,39.0,67.0,69.0,66,68,46,66,67,74,67,56,63,64,52,63.0,69
22,1100000,1,73.0,64.0,40.0,65.0,68.0,66,73,49,66,63,75,65,56,64,65,52,62.0,66
22,1100000,1,73.0,64.0,40.0,65.0,68.0,66,73,49,66,63,75,65,56,64,65,52,62.0,67
22,1100000,1,73.0,64.0,40.0,65.0,68.0,66,73,49,66,63,75,65,56,64,65,52,62.0,67
22,1100000,1,73.0,64.0,40.0,65.0,68.0,66,73,49,66,63,75,65,56,64,65,52,62.0,69
23,1500000,1,74.0,66.0,44.0,68.0,69.0,68,73,59,69,65,75,66,56,65,66,52,62.0,66
23,1500000,1,74.0,66.0,44.0,68.0,69.0,68,73,59,69,65,75,66,56,65,66,52,62.0,67
23,1500000,1,74.0,66.0,44.0,68.0,69.0,68,73,59,69,65,75,66,56,65,66,52,62.0,67
23,1500000,1,74.0,66.0,44.0,68.0,69.0,68,73,59,69,65,75,66,56,65,66,52,62.0,69
24,110000,1,63.0,55.0,37.0,54.0,56.0,56,51,36,54,52,58,46,64,51,57,64,47.0,55
20,1800000,1,77.0,57.0,61.0,75.0,56.0,62,57,67,77,74,79,71,78,44,68,55,0.0,69
20,1800000,1,77.0,57.0,61.0,75.0,56.0,62,57,67,77,74,79,71,78,44,68,55,0.0,69
21,1700000,1,77.0,57.0,61.0,75.0,56.0,61,56,66,76,73,79,70,78,43,67,54,62.0,69
21,1700000,1,77.0,57.0,61.0,75.0,56.0,61,56,66,76,73,79,70,78,43,67,54,62.0,69
21,425000,1,74.0,57.0,52.0,68.0,43.0,60,44,50,69,68,78,52,76,45,53,58,0.0,62
21,425000,1,74.0,57.0,52.0,68.0,43.0,60,44,50,69,68,78,52,76,45,53,58,0.0,71
24,3200000,1,78.0,68.0,64.0,75.0,55.0,64,43,65,79,75,82,76,80,74,70,82,76.0,62
24,3200000,1,78.0,68.0,64.0,75.0,55.0,64,43,65,79,75,82,76,80,74,70,82,76.0,71
22,875000,1,70.0,66.0,57.0,68.0,60.0,70,57,61,68,67,76,58,83,59,67,69,0.0,65
20,280000,1,78.0,58.0,46.0,60.0,60.0,64,57,48,57,61,71,59,77,51,58,66,0.0,60
20,280000,1,78.0,58.0,46.0,60.0,60.0,64,57,48,57,61,71,59,77,51,58,66,0.0,61
22,400000,1,79.0,59.0,46.0,59.0,59.0,65,56,47,55,58,77,57,71,49,56,65,43.0,60
22,400000,1,79.0,59.0,46.0,59.0,59.0,65,56,47,55,58,77,57,71,49,56,65,43.0,61
22,875000,1,70.0,67.0,47.0,72.0,51.0,71,59,55,75,73,73,56,58,60,67,72,0.0,66
31,625000,1,39.0,69.0,44.0,57.0,68.0,79,78,54,57,61,49,72,44,54,72,59,0.0,67
31,625000,1,39.0,69.0,44.0,57.0,68.0,79,78,54,57,61,49,72,44,54,72,59,0.0,68
31,625000,1,39.0,69.0,44.0,57.0,68.0,79,78,54,57,61,49,72,44,54,72,59,0.0,68
31,625000,1,39.0,69.0,44.0,57.0,68.0,79,78,54,57,61,49,72,44,54,72,59,0.0,67
32,700000,1,39.0,69.0,44.0,57.0,71.0,72,77,53,56,60,49,71,44,53,71,58,65.0,67
32,700000,1,39.0,69.0,44.0,57.0,71.0,72,77,53,56,60,49,71,44,53,71,58,65.0,68
32,700000,1,39.0,69.0,44.0,57.0,71.0,72,77,53,56,60,49,71,44,53,71,58,65.0,68
32,700000,1,39.0,69.0,44.0,57.0,71.0,72,77,53,56,60,49,71,44,53,71,58,65.0,67
33,575000,1,38.0,69.0,44.0,57.0,71.0,72,78,53,57,60,49,71,44,53,71,58,65.0,67
33,575000,1,38.0,69.0,44.0,57.0,71.0,72,78,53,57,60,49,71,44,53,71,58,65.0,68
33,575000,1,38.0,69.0,44.0,57.0,71.0,72,78,53,57,60,49,71,44,53,71,58,65.0,68
33,575000,1,38.0,69.0,44.0,57.0,71.0,72,78,53,57,60,49,71,44,53,71,58,65.0,67
34,400000,1,33.0,69.0,44.0,56.0,71.0,72,78,53,57,58,49,66,39,53,71,58,65.0,67
34,400000,1,33.0,69.0,44.0,56.0,71.0,72,78,53,57,58,49,66,39,53,71,58,65.0,68
34,400000,1,33.0,69.0,44.0,56.0,71.0,72,78,53,57,58,49,66,39,53,71,58,65.0,68
34,400000,1,33.0,69.0,44.0,56.0,71.0,72,78,53,57,58,49,66,39,53,71,58,65.0,67
27,1900000,1,74.0,65.0,70.0,69.0,59.0,66,56,71,70,69,67,68,68,63,68,60,67.0,70
27,1900000,1,74.0,65.0,70.0,69.0,59.0,66,56,71,70,69,67,68,68,63,68,60,67.0,69
27,1900000,1,74.0,65.0,70.0,69.0,59.0,66,56,71,70,69,67,68,68,63,68,60,67.0,73
28,1100000,1,74.0,65.0,68.0,69.0,62.0,66,56,68,70,69,67,68,68,63,68,60,67.0,70
28,1100000,1,74.0,65.0,68.0,69.0,62.0,66,56,68,70,69,67,68,68,63,68,60,67.0,69
28,1100000,1,74.0,65.0,68.0,69.0,62.0,66,56,68,70,69,67,68,68,63,68,60,67.0,73
29,3900000,1,74.0,67.0,69.0,76.0,64.0,70,41,70,78,76,72,72,68,63,72,60,68.0,70
29,3900000,1,74.0,67.0,69.0,76.0,64.0,70,41,70,78,76,72,72,68,63,72,60,68.0,69
29,3900000,1,74.0,67.0,69.0,76.0,64.0,70,41,70,78,76,72,72,68,63,72,60,68.0,73
22,550000,1,73.0,60.0,59.0,66.0,51.0,60,39,66,65,67,74,53,63,59,60,51,58.0,63
27,6500000,1,73.0,76.0,64.0,70.0,67.0,80,71,66,70,73,65,55,68,70,77,65,66.0,74
27,6500000,1,73.0,76.0,64.0,70.0,67.0,80,71,66,70,73,65,55,68,70,77,65,66.0,79
28,13000000,1,76.0,79.0,68.0,73.0,75.0,84,78,70,71,76,78,75,70,68,83,75,78.0,74
28,13000000,1,76.0,79.0,68.0,73.0,75.0,84,78,70,71,76,78,75,70,68,83,75,78.0,79
24,325000,1,74.0,65.0,46.0,54.0,59.0,66,63,50,57,51,66,53,55,68,61,69,0.0,61
24,325000,1,74.0,65.0,46.0,54.0,59.0,66,63,50,57,51,66,53,55,68,61,69,0.0,63
24,325000,1,74.0,65.0,46.0,54.0,59.0,66,63,50,57,51,66,53,55,68,61,69,0.0,64
24,325000,1,74.0,65.0,46.0,54.0,59.0,66,63,50,57,51,66,53,55,68,61,69,0.0,65
24,325000,1,74.0,65.0,46.0,54.0,59.0,66,63,50,57,51,66,53,55,68,61,69,0.0,66
25,450000,1,77.0,65.0,47.0,57.0,62.0,65,62,53,56,57,61,52,55,67,60,68,46.0,61
25,450000,1,77.0,65.0,47.0,57.0,62.0,65,62,53,56,57,61,52,55,67,60,68,46.0,63
25,450000,1,77.0,65.0,47.0,57.0,62.0,65,62,53,56,57,61,52,55,67,60,68,46.0,64
25,450000,1,77.0,65.0,47.0,57.0,62.0,65,62,53,56,57,61,52,55,67,60,68,46.0,65
25,450000,1,77.0,65.0,47.0,57.0,62.0,65,62,53,56,57,61,52,55,67,60,68,46.0,66
26,575000,1,76.0,63.0,56.0,61.0,64.0,62,60,61,61,63,65,52,56,65,60,66,55.0,61
26,575000,1,76.0,63.0,56.0,61.0,64.0,62,60,61,61,63,65,52,56,65,60,66,55.0,63
26,575000,1,76.0,63.0,56.0,61.0,64.0,62,60,61,61,63,65,52,56,65,60,66,55.0,64
26,575000,1,76.0,63.0,56.0,61.0,64.0,62,60,61,61,63,65,52,56,65,60,66,55.0,65
26,575000,1,76.0,63.0,56.0,61.0,64.0,62,60,61,61,63,65,52,56,65,60,66,55.0,66
27,625000,1,76.0,64.0,56.0,60.0,68.0,64,64,61,58,63,64,57,56,62,63,66,55.0,61
27,625000,1,76.0,64.0,56.0,60.0,68.0,64,64,61,58,63,64,57,56,62,63,66,55.0,63
27,625000,1,76.0,64.0,56.0,60.0,68.0,64,64,61,58,63,64,57,56,62,63,66,55.0,64
27,625000,1,76.0,64.0,56.0,60.0,68.0,64,64,61,58,63,64,57,56,62,63,66,55.0,65
27,625000,1,76.0,64.0,56.0,60.0,68.0,64,64,61,58,63,64,57,56,62,63,66,55.0,66
28,675000,1,76.0,65.0,56.0,61.0,77.0,67,64,61,58,63,65,57,66,62,63,68,55.0,61
28,675000,1,76.0,65.0,56.0,61.0,77.0,67,64,61,58,63,65,57,66,62,63,68,55.0,63
28,675000,1,76.0,65.0,56.0,61.0,77.0,67,64,61,58,63,65,57,66,62,63,68,55.0,64
28,675000,1,76.0,65.0,56.0,61.0,77.0,67,64,61,58,63,65,57,66,62,63,68,55.0,65
28,675000,1,76.0,65.0,56.0,61.0,77.0,67,64,61,58,63,65,57,66,62,63,68,55.0,66
21,140000,1,69.0,55.0,41.0,55.0,52.0,59,59,40,64,54,51,55,46,48,51,62,0.0,56
21,140000,1,69.0,55.0,41.0,55.0,52.0,59,59,40,64,54,51,55,46,48,51,62,0.0,60
22,260000,1,68.0,59.0,42.0,55.0,55.0,66,70,39,59,53,51,54,27,65,76,61,42.0,56
22,260000,1,68.0,59.0,42.0,55.0,55.0,66,70,39,59,53,51,54,27,65,76,61,42.0,60
21,150000,1,73.0,45.0,49.0,62.0,49.0,43,36,54,60,61,71,53,74,45,44,43,0.0,56
21,150000,1,73.0,45.0,49.0,62.0,49.0,43,36,54,60,61,71,53,74,45,44,43,0.0,69
21,150000,1,73.0,45.0,49.0,62.0,49.0,43,36,54,60,61,71,53,74,45,44,43,0.0,73
21,150000,1,73.0,45.0,49.0,62.0,49.0,43,36,54,60,61,71,53,74,45,44,43,0.0,76
21,150000,1,73.0,45.0,49.0,62.0,49.0,43,36,54,60,61,71,53,74,45,44,43,0.0,76
22,1500000,1,77.0,58.0,66.0,75.0,53.0,66,36,65,86,78,83,62,74,45,65,95,46.0,56
22,1500000,1,77.0,58.0,66.0,75.0,53.0,66,36,65,86,78,83,62,74,45,65,95,46.0,69
22,1500000,1,77.0,58.0,66.0,75.0,53.0,66,36,65,86,78,83,62,74,45,65,95,46.0,73
22,1500000,1,77.0,58.0,66.0,75.0,53.0,66,36,65,86,78,83,62,74,45,65,95,46.0,76
22,1500000,1,77.0,58.0,66.0,75.0,53.0,66,36,65,86,78,83,62,74,45,65,95,46.0,76
23,6000000,1,78.0,65.0,72.0,79.0,54.0,64,36,75,82,78,79,68,77,68,70,69,68.0,56
23,6000000,1,78.0,65.0,72.0,79.0,54.0,64,36,75,82,78,79,68,77,68,70,69,68.0,69
23,6000000,1,78.0,65.0,72.0,79.0,54.0,64,36,75,82,78,79,68,77,68,70,69,68.0,73
23,6000000,1,78.0,65.0,72.0,79.0,54.0,64,36,75,82,78,79,68,77,68,70,69,68.0,76
23,6000000,1,78.0,65.0,72.0,79.0,54.0,64,36,75,82,78,79,68,77,68,70,69,68.0,76
24,10000000,1,83.0,67.0,73.0,81.0,62.0,60,40,77,83,82,79,72,77,70,74,69,74.0,56
24,10000000,1,83.0,67.0,73.0,81.0,62.0,60,40,77,83,82,79,72,77,70,74,69,74.0,69
24,10000000,1,83.0,67.0,73.0,81.0,62.0,60,40,77,83,82,79,72,77,70,74,69,74.0,73
24,10000000,1,83.0,67.0,73.0,81.0,62.0,60,40,77,83,82,79,72,77,70,74,69,74.0,76
24,10000000,1,83.0,67.0,73.0,81.0,62.0,60,40,77,83,82,79,72,77,70,74,69,74.0,76
25,9500000,1,81.0,67.0,73.0,81.0,61.0,60,40,77,83,82,79,72,77,70,74,69,74.0,56
25,9500000,1,81.0,67.0,73.0,81.0,61.0,60,40,77,83,82,79,72,77,70,74,69,74.0,69
25,9500000,1,81.0,67.0,73.0,81.0,61.0,60,40,77,83,82,79,72,77,70,74,69,74.0,73
25,9500000,1,81.0,67.0,73.0,81.0,61.0,60,40,77,83,82,79,72,77,70,74,69,74.0,76
25,9500000,1,81.0,67.0,73.0,81.0,61.0,60,40,77,83,82,79,72,77,70,74,69,74.0,76
21,600000,1,76.0,62.0,48.0,60.0,65.0,62,59,51,62,57,63,62,54,60,59,51,59.0,63
21,600000,1,76.0,62.0,48.0,60.0,65.0,62,59,51,62,57,63,62,54,60,59,51,59.0,66
21,600000,1,76.0,62.0,48.0,60.0,65.0,62,59,51,62,57,63,62,54,60,59,51,59.0,64
21,600000,1,76.0,62.0,48.0,60.0,65.0,62,59,51,62,57,63,62,54,60,59,51,59.0,66
22,1000000,1,86.0,62.0,47.0,65.0,72.0,64,59,52,66,62,82,69,69,61,73,57,61.0,63
22,1000000,1,86.0,62.0,47.0,65.0,72.0,64,59,52,66,62,82,69,69,61,73,57,61.0,66
22,1000000,1,86.0,62.0,47.0,65.0,72.0,64,59,52,66,62,82,69,69,61,73,57,61.0,64
22,1000000,1,86.0,62.0,47.0,65.0,72.0,64,59,52,66,62,82,69,69,61,73,57,61.0,66
23,675000,1,85.0,60.0,46.0,64.0,71.0,57,59,51,65,62,71,66,61,61,59,52,51.0,63
23,675000,1,85.0,60.0,46.0,64.0,71.0,57,59,51,65,62,71,66,61,61,59,52,51.0,66
23,675000,1,85.0,60.0,46.0,64.0,71.0,57,59,51,65,62,71,66,61,61,59,52,51.0,64
23,675000,1,85.0,60.0,46.0,64.0,71.0,57,59,51,65,62,71,66,61,61,59,52,51.0,66
24,900000,1,84.0,64.0,47.0,64.0,71.0,66,59,52,64,63,71,64,62,61,59,52,51.0,63
24,900000,1,84.0,64.0,47.0,64.0,71.0,66,59,52,64,63,71,64,62,61,59,52,51.0,66
24,900000,1,84.0,64.0,47.0,64.0,71.0,66,59,52,64,63,71,64,62,61,59,52,51.0,64
24,900000,1,84.0,64.0,47.0,64.0,71.0,66,59,52,64,63,71,64,62,61,59,52,51.0,66
19,1200000,1,61.0,68.0,39.0,64.0,70.0,78,82,46,76,77,59,62,63,68,71,61,0.0,67
19,1200000,1,61.0,68.0,39.0,64.0,70.0,78,82,46,76,77,59,62,63,68,71,61,0.0,69
19,1200000,1,61.0,68.0,39.0,64.0,70.0,78,82,46,76,77,59,62,63,68,71,61,0.0,69
19,1200000,1,61.0,68.0,39.0,64.0,70.0,78,82,46,76,77,59,62,63,68,71,61,0.0,72
19,1200000,1,61.0,68.0,39.0,64.0,70.0,78,82,46,76,77,59,62,63,68,71,61,0.0,72
20,1900000,1,61.0,67.0,46.0,66.0,74.0,72,72,62,67,76,57,53,55,59,65,60,56.0,67
20,1900000,1,61.0,67.0,46.0,66.0,74.0,72,72,62,67,76,57,53,55,59,65,60,56.0,69
20,1900000,1,61.0,67.0,46.0,66.0,74.0,72,72,62,67,76,57,53,55,59,65,60,56.0,69
20,1900000,1,61.0,67.0,46.0,66.0,74.0,72,72,62,67,76,57,53,55,59,65,60,56.0,72
20,1900000,1,61.0,67.0,46.0,66.0,74.0,72,72,62,67,76,57,53,55,59,65,60,56.0,72
21,1900000,1,61.0,67.0,46.0,66.0,75.0,71,72,60,66,74,56,53,55,56,65,60,64.0,67
21,1900000,1,61.0,67.0,46.0,66.0,75.0,71,72,60,66,74,56,53,55,56,65,60,64.0,69
21,1900000,1,61.0,67.0,46.0,66.0,75.0,71,72,60,66,74,56,53,55,56,65,60,64.0,69
21,1900000,1,61.0,67.0,46.0,66.0,75.0,71,72,60,66,74,56,53,55,56,65,60,64.0,72
21,1900000,1,61.0,67.0,46.0,66.0,75.0,71,72,60,66,74,56,53,55,56,65,60,64.0,72
22,4600000,1,62.0,72.0,54.0,69.0,76.0,74,75,65,68,74,60,60,66,68,70,64,68.0,67
22,4600000,1,62.0,72.0,54.0,69.0,76.0,74,75,65,68,74,60,60,66,68,70,64,68.0,69
22,4600000,1,62.0,72.0,54.0,69.0,76.0,74,75,65,68,74,60,60,66,68,70,64,68.0,69
22,4600000,1,62.0,72.0,54.0,69.0,76.0,74,75,65,68,74,60,60,66,68,70,64,68.0,72
22,4600000,1,62.0,72.0,54.0,69.0,76.0,74,75,65,68,74,60,60,66,68,70,64,68.0,72
23,4600000,1,59.0,72.0,54.0,68.0,75.0,75,75,65,68,73,60,60,66,68,70,64,68.0,67
23,4600000,1,59.0,72.0,54.0,68.0,75.0,75,75,65,68,73,60,60,66,68,70,64,68.0,69
23,4600000,1,59.0,72.0,54.0,68.0,75.0,75,75,65,68,73,60,60,66,68,70,64,68.0,69
23,4600000,1,59.0,72.0,54.0,68.0,75.0,75,75,65,68,73,60,60,66,68,70,64,68.0,72
23,4600000,1,59.0,72.0,54.0,68.0,75.0,75,75,65,68,73,60,60,66,68,70,64,68.0,72
25,550000,1,76.0,63.0,55.0,69.0,42.0,63,46,63,68,65,80,56,84,66,59,63,49.0,64
20,1000000,1,45.0,66.0,56.0,67.0,63.0,70,74,72,71,73,59,71,56,59,79,60,0.0,67
20,1000000,1,45.0,66.0,56.0,67.0,63.0,70,74,72,71,73,59,71,56,59,79,60,0.0,69
20,1000000,1,45.0,66.0,56.0,67.0,63.0,70,74,72,71,73,59,71,56,59,79,60,0.0,68
20,1000000,1,45.0,66.0,56.0,67.0,63.0,70,74,72,71,73,59,71,56,59,79,60,0.0,68
20,1000000,1,45.0,66.0,56.0,67.0,63.0,70,74,72,71,73,59,71,56,59,79,60,0.0,71
21,1500000,1,53.0,66.0,56.0,68.0,66.0,68,72,68,68,71,68,62,56,58,73,59,48.0,67
21,1500000,1,53.0,66.0,56.0,68.0,66.0,68,72,68,68,71,68,62,56,58,73,59,48.0,69
21,1500000,1,53.0,66.0,56.0,68.0,66.0,68,72,68,68,71,68,62,56,58,73,59,48.0,68
21,1500000,1,53.0,66.0,56.0,68.0,66.0,68,72,68,68,71,68,62,56,58,73,59,48.0,68
21,1500000,1,53.0,66.0,56.0,68.0,66.0,68,72,68,68,71,68,62,56,58,73,59,48.0,71
22,1200000,1,47.0,66.0,56.0,68.0,65.0,68,72,68,68,71,68,62,56,58,73,59,70.0,67
22,1200000,1,47.0,66.0,56.0,68.0,65.0,68,72,68,68,71,68,62,56,58,73,59,70.0,69
22,1200000,1,47.0,66.0,56.0,68.0,65.0,68,72,68,68,71,68,62,56,58,73,59,70.0,68
22,1200000,1,47.0,66.0,56.0,68.0,65.0,68,72,68,68,71,68,62,56,58,73,59,70.0,68
22,1200000,1,47.0,66.0,56.0,68.0,65.0,68,72,68,68,71,68,62,56,58,73,59,70.0,71
23,1200000,1,47.0,66.0,56.0,68.0,65.0,68,72,68,68,71,67,62,56,58,73,59,59.0,67
23,1200000,1,47.0,66.0,56.0,68.0,65.0,68,72,68,68,71,67,62,56,58,73,59,59.0,69
23,1200000,1,47.0,66.0,56.0,68.0,65.0,68,72,68,68,71,67,62,56,58,73,59,59.0,68
23,1200000,1,47.0,66.0,56.0,68.0,65.0,68,72,68,68,71,67,62,56,58,73,59,59.0,68
23,1200000,1,47.0,66.0,56.0,68.0,65.0,68,72,68,68,71,67,62,56,58,73,59,59.0,71
24,3300000,1,56.0,68.0,57.0,71.0,67.0,72,73,68,72,75,68,65,56,58,73,59,67.0,67
24,3300000,1,56.0,68.0,57.0,71.0,67.0,72,73,68,72,75,68,65,56,58,73,59,67.0,69
24,3300000,1,56.0,68.0,57.0,71.0,67.0,72,73,68,72,75,68,65,56,58,73,59,67.0,68
24,3300000,1,56.0,68.0,57.0,71.0,67.0,72,73,68,72,75,68,65,56,58,73,59,67.0,68
24,3300000,1,56.0,68.0,57.0,71.0,67.0,72,73,68,72,75,68,65,56,58,73,59,67.0,71
19,300000,1,77.0,61.0,45.0,60.0,47.0,68,52,56,57,59,82,56,81,45,62,64,0.0,60
23,220000,1,81.0,59.0,50.0,65.0,44.0,54,36,50,62,66,72,56,76,64,62,62,57.0,59
21,475000,1,69.0,58.0,62.0,68.0,60.0,63,65,68,77,67,63,54,65,59,64,60,0.0,62
21,220000,1,77.0,58.0,38.0,60.0,55.0,59,55,41,57,65,57,50,71,50,46,63,0.0,58
21,220000,1,77.0,58.0,38.0,60.0,55.0,59,55,41,57,65,57,50,71,50,46,63,0.0,61
21,220000,1,77.0,58.0,38.0,60.0,55.0,59,55,41,57,65,57,50,71,50,46,63,0.0,64
21,220000,1,77.0,58.0,38.0,60.0,55.0,59,55,41,57,65,57,50,71,50,46,63,0.0,63
21,220000,1,77.0,58.0,38.0,60.0,55.0,59,55,41,57,65,57,50,71,50,46,63,0.0,63
