value_eur,international_reputation,skill_moves,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,attacking_crossing,skill_dribbling,movement_reactions,mentality_positioning,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,goalkeeping_diving,goalkeeping_positioning,work_rate_rank,overall
400000,1,1,67.0,62.0,59.0,65.0,43.0,64.0,17,19,56,11,12,46.0,20,14,67,64,4,64
400000,1,1,67.0,62.0,59.0,65.0,43.0,64.0,17,19,56,11,12,46.0,20,14,67,64,4,64
400000,1,1,67.0,62.0,59.0,65.0,43.0,64.0,17,19,56,11,12,46.0,20,14,67,64,4,64
400000,1,1,66.0,63.0,58.0,65.0,43.0,65.0,17,19,56,11,12,46.0,20,14,66,65,4,64
400000,1,1,66.0,63.0,58.0,65.0,43.0,65.0,17,19,56,11,12,46.0,20,14,66,65,4,64
400000,1,1,66.0,63.0,58.0,65.0,43.0,65.0,17,19,56,11,12,46.0,20,14,66,65,4,64
400000,1,1,66.0,63.0,58.0,65.0,43.0,65.0,17,19,56,11,12,46.0,20,14,66,65,4,64
400000,1,1,66.0,63.0,58.0,65.0,43.0,65.0,17,19,56,11,12,46.0,20,14,66,65,4,64
325000,1,1,67.0,64.0,67.0,63.0,46.0,61.0,12,12,43,13,22,45.0,13,13,67,61,4,63
325000,1,1,67.0,64.0,67.0,63.0,46.0,61.0,12,12,43,13,22,45.0,13,13,67,61,4,68
800000,1,1,70.0,64.0,68.0,72.0,46.0,68.0,12,22,56,13,22,45.0,17,13,70,68,4,63
800000,1,1,70.0,64.0,68.0,72.0,46.0,68.0,12,22,56,13,22,45.0,17,13,70,68,4,68
650000,1,1,67.0,65.0,62.0,68.0,35.0,62.0,25,25,59,25,25,0.0,25,25,68,63,4,65
650000,1,1,67.0,65.0,62.0,68.0,35.0,62.0,25,25,59,25,25,0.0,25,25,68,63,4,62
650000,1,1,67.0,65.0,62.0,68.0,35.0,62.0,25,25,59,25,25,0.0,25,25,68,63,4,62
650000,1,1,67.0,65.0,62.0,68.0,35.0,62.0,25,25,59,25,25,0.0,25,25,68,63,4,62
325000,1,1,66.0,63.0,62.0,62.0,35.0,55.0,16,11,58,14,14,18.0,11,19,67,62,4,65
325000,1,1,66.0,63.0,62.0,62.0,35.0,55.0,16,11,58,14,14,18.0,11,19,67,62,4,62
325000,1,1,66.0,63.0,62.0,62.0,35.0,55.0,16,11,58,14,14,18.0,11,19,67,62,4,62
325000,1,1,66.0,63.0,62.0,62.0,35.0,55.0,16,11,58,14,14,18.0,11,19,67,62,4,62
280000,1,1,64.0,63.0,60.0,62.0,35.0,59.0,16,11,58,14,14,18.0,11,19,66,63,4,65
280000,1,1,64.0,63.0,60.0,62.0,35.0,59.0,16,11,58,14,14,18.0,11,19,66,63,4,62
280000,1,1,64.0,63.0,60.0,62.0,35.0,59.0,16,11,58,14,14,18.0,11,19,66,63,4,62
280000,1,1,64.0,63.0,60.0,62.0,35.0,59.0,16,11,58,14,14,18.0,11,19,66,63,4,62
250000,1,1,64.0,63.0,60.0,62.0,35.0,59.0,16,11,58,14,14,18.0,11,19,64,59,4,65
250000,1,1,64.0,63.0,60.0,62.0,35.0,59.0,16,11,58,14,14,18.0,11,19,64,59,4,62
250000,1,1,64.0,63.0,60.0,62.0,35.0,59.0,16,11,58,14,14,18.0,11,19,64,59,4,62
250000,1,1,64.0,63.0,60.0,62.0,35.0,59.0,16,11,58,14,14,18.0,11,19,64,59,4,62
280000,1,1,61.0,70.0,57.0,58.0,47.0,61.0,30,25,49,20,27,0.0,25,25,62,62,4,61
1200000,1,1,71.0,63.0,72.0,78.0,37.0,65.0,25,25,65,25,25,0.0,25,25,73,68,4,69
1200000,1,1,71.0,63.0,72.0,78.0,37.0,65.0,25,25,65,25,25,0.0,25,25,73,68,4,68
1200000,1,1,71.0,63.0,72.0,78.0,37.0,65.0,25,25,65,25,25,0.0,25,25,73,68,4,69
1200000,1,1,71.0,63.0,72.0,78.0,37.0,65.0,25,25,65,25,25,0.0,25,25,73,68,4,68
1200000,1,1,71.0,63.0,72.0,78.0,37.0,65.0,25,25,65,25,25,0.0,25,25,73,68,4,67
900000,1,1,69.0,62.0,72.0,74.0,37.0,63.0,19,11,63,10,24,40.0,13,17,69,65,4,69
900000,1,1,69.0,62.0,72.0,74.0,37.0,63.0,19,11,63,10,24,40.0,13,17,69,65,4,68
900000,1,1,69.0,62.0,72.0,74.0,37.0,63.0,19,11,63,10,24,40.0,13,17,69,65,4,69
900000,1,1,69.0,62.0,72.0,74.0,37.0,63.0,19,11,63,10,24,40.0,13,17,69,65,4,68
900000,1,1,69.0,62.0,72.0,74.0,37.0,63.0,19,11,63,10,24,40.0,13,17,69,65,4,67
875000,1,1,70.0,62.0,72.0,76.0,39.0,65.0,19,11,63,10,24,40.0,13,17,70,65,4,69
875000,1,1,70.0,62.0,72.0,76.0,39.0,65.0,19,11,63,10,24,40.0,13,17,70,65,4,68
875000,1,1,70.0,62.0,72.0,76.0,39.0,65.0,19,11,63,10,24,40.0,13,17,70,65,4,69
875000,1,1,70.0,62.0,72.0,76.0,39.0,65.0,19,11,63,10,24,40.0,13,17,70,65,4,68
875000,1,1,70.0,62.0,72.0,76.0,39.0,65.0,19,11,63,10,24,40.0,13,17,70,65,4,67
725000,1,1,70.0,60.0,70.0,73.0,39.0,65.0,19,11,63,10,24,50.0,15,17,70,65,4,69
725000,1,1,70.0,60.0,70.0,73.0,39.0,65.0,19,11,63,10,24,50.0,15,17,70,65,4,68
725000,1,1,70.0,60.0,70.0,73.0,39.0,65.0,19,11,63,10,24,50.0,15,17,70,65,4,69
725000,1,1,70.0,60.0,70.0,73.0,39.0,65.0,19,11,63,10,24,50.0,15,17,70,65,4,68
725000,1,1,70.0,60.0,70.0,73.0,39.0,65.0,19,11,63,10,24,50.0,15,17,70,65,4,67
650000,1,1,69.0,60.0,68.0,72.0,39.0,65.0,19,11,63,10,24,50.0,15,17,69,65,4,69
650000,1,1,69.0,60.0,68.0,72.0,39.0,65.0,19,11,63,10,24,50.0,15,17,69,65,4,68
650000,1,1,69.0,60.0,68.0,72.0,39.0,65.0,19,11,63,10,24,50.0,15,17,69,65,4,69
650000,1,1,69.0,60.0,68.0,72.0,39.0,65.0,19,11,63,10,24,50.0,15,17,69,65,4,68
650000,1,1,69.0,60.0,68.0,72.0,39.0,65.0,19,11,63,10,24,50.0,15,17,69,65,4,67
450000,1,1,75.0,60.0,59.0,71.0,64.0,56.0,17,15,55,13,27,29.0,17,19,75,56,4,65
350000,1,1,63.0,61.0,54.0,67.0,41.0,60.0,25,25,60,25,24,0.0,25,25,65,62,4,62
350000,1,1,63.0,61.0,54.0,67.0,41.0,60.0,25,25,60,25,24,0.0,25,25,65,62,4,63
350000,1,1,63.0,61.0,54.0,67.0,41.0,60.0,25,25,60,25,24,0.0,25,25,65,62,4,68
350000,1,1,63.0,61.0,54.0,67.0,41.0,60.0,25,25,60,25,24,0.0,25,25,65,62,4,67
350000,1,1,63.0,61.0,54.0,67.0,41.0,60.0,25,25,60,25,24,0.0,25,25,65,62,4,70
400000,1,1,62.0,62.0,55.0,63.0,41.0,63.0,12,12,59,14,23,32.0,12,16,63,66,4,62
400000,1,1,62.0,62.0,55.0,63.0,41.0,63.0,12,12,59,14,23,32.0,12,16,63,66,4,63
400000,1,1,62.0,62.0,55.0,63.0,41.0,63.0,12,12,59,14,23,32.0,12,16,63,66,4,68
400000,1,1,62.0,62.0,55.0,63.0,41.0,63.0,12,12,59,14,23,32.0,12,16,63,66,4,67
400000,1,1,62.0,62.0,55.0,63.0,41.0,63.0,12,12,59,14,23,32.0,12,16,63,66,4,70
900000,1,1,67.0,65.0,59.0,69.0,41.0,66.0,12,12,72,14,23,32.0,12,16,68,66,4,62
900000,1,1,67.0,65.0,59.0,69.0,41.0,66.0,12,12,72,14,23,32.0,12,16,68,66,4,63
900000,1,1,67.0,65.0,59.0,69.0,41.0,66.0,12,12,72,14,23,32.0,12,16,68,66,4,68
900000,1,1,67.0,65.0,59.0,69.0,41.0,66.0,12,12,72,14,23,32.0,12,16,68,66,4,67
900000,1,1,67.0,65.0,59.0,69.0,41.0,66.0,12,12,72,14,23,32.0,12,16,68,66,4,70
725000,1,1,66.0,65.0,58.0,68.0,40.0,63.0,12,12,69,8,23,47.0,18,16,66,63,4,62
725000,1,1,66.0,65.0,58.0,68.0,40.0,63.0,12,12,69,8,23,47.0,18,16,66,63,4,63
725000,1,1,66.0,65.0,58.0,68.0,40.0,63.0,12,12,69,8,23,47.0,18,16,66,63,4,68
725000,1,1,66.0,65.0,58.0,68.0,40.0,63.0,12,12,69,8,23,47.0,18,16,66,63,4,67
725000,1,1,66.0,65.0,58.0,68.0,40.0,63.0,12,12,69,8,23,47.0,18,16,66,63,4,70
1700000,1,1,70.0,68.0,67.0,71.0,40.0,69.0,12,12,70,8,23,47.0,18,16,70,69,4,62
1700000,1,1,70.0,68.0,67.0,71.0,40.0,69.0,12,12,70,8,23,47.0,18,16,70,69,4,63
1700000,1,1,70.0,68.0,67.0,71.0,40.0,69.0,12,12,70,8,23,47.0,18,16,70,69,4,68
1700000,1,1,70.0,68.0,67.0,71.0,40.0,69.0,12,12,70,8,23,47.0,18,16,70,69,4,67
1700000,1,1,70.0,68.0,67.0,71.0,40.0,69.0,12,12,70,8,23,47.0,18,16,70,69,4,70
4700000,1,1,78.0,72.0,70.0,79.0,48.0,72.0,25,25,78,25,25,0.0,25,25,79,78,4,75
4700000,1,1,78.0,72.0,70.0,79.0,48.0,72.0,25,25,78,25,25,0.0,25,25,79,78,4,79
4700000,1,1,78.0,72.0,70.0,79.0,48.0,72.0,25,25,78,25,25,0.0,25,25,79,78,4,78
4700000,1,1,78.0,72.0,70.0,79.0,48.0,72.0,25,25,78,25,25,0.0,25,25,79,78,4,81
4700000,1,1,78.0,72.0,70.0,79.0,48.0,72.0,25,25,78,25,25,0.0,25,25,79,78,4,82
11500000,1,1,81.0,74.0,81.0,83.0,42.0,77.0,13,11,73,10,20,38.0,11,11,83,78,4,75
11500000,1,1,81.0,74.0,81.0,83.0,42.0,77.0,13,11,73,10,20,38.0,11,11,83,78,4,79
11500000,1,1,81.0,74.0,81.0,83.0,42.0,77.0,13,11,73,10,20,38.0,11,11,83,78,4,78
11500000,1,1,81.0,74.0,81.0,83.0,42.0,77.0,13,11,73,10,20,38.0,11,11,83,78,4,81
11500000,1,1,81.0,74.0,81.0,83.0,42.0,77.0,13,11,73,10,20,38.0,11,11,83,78,4,82
9500000,2,1,78.0,74.0,79.0,80.0,42.0,76.0,13,11,73,10,20,38.0,11,11,81,77,4,75
9500000,2,1,78.0,74.0,79.0,80.0,42.0,76.0,13,11,73,10,20,38.0,11,11,81,77,4,79
9500000,2,1,78.0,74.0,79.0,80.0,42.0,76.0,13,11,73,10,20,38.0,11,11,81,77,4,78
9500000,2,1,78.0,74.0,79.0,80.0,42.0,76.0,13,11,73,10,20,38.0,11,11,81,77,4,81
9500000,2,1,78.0,74.0,79.0,80.0,42.0,76.0,13,11,73,10,20,38.0,11,11,81,77,4,82
15000000,2,1,81.0,76.0,79.0,82.0,42.0,81.0,13,11,78,10,20,63.0,17,11,81,81,4,75
15000000,2,1,81.0,76.0,79.0,82.0,42.0,81.0,13,11,78,10,20,63.0,17,11,81,81,4,79
15000000,2,1,81.0,76.0,79.0,82.0,42.0,81.0,13,11,78,10,20,63.0,17,11,81,81,4,78
15000000,2,1,81.0,76.0,79.0,82.0,42.0,81.0,13,11,78,10,20,63.0,17,11,81,81,4,81
15000000,2,1,81.0,76.0,79.0,82.0,42.0,81.0,13,11,78,10,20,63.0,17,11,81,81,4,82
20000000,2,1,82.0,78.0,78.0,83.0,42.0,81.0,13,11,78,10,20,63.0,17,11,82,81,4,75
20000000,2,1,82.0,78.0,78.0,83.0,42.0,81.0,13,11,78,10,20,63.0,17,11,82,81,4,79
20000000,2,1,82.0,78.0,78.0,83.0,42.0,81.0,13,11,78,10,20,63.0,17,11,82,81,4,78
20000000,2,1,82.0,78.0,78.0,83.0,42.0,81.0,13,11,78,10,20,63.0,17,11,82,81,4,81
20000000,2,1,82.0,78.0,78.0,83.0,42.0,81.0,13,11,78,10,20,63.0,17,11,82,81,4,82
550000,1,1,65.0,67.0,69.0,66.0,58.0,62.0,25,25,60,25,32,0.0,25,25,66,63,4,65
550000,1,1,65.0,67.0,69.0,66.0,58.0,62.0,25,25,60,25,32,0.0,25,25,66,63,4,70
550000,1,1,65.0,67.0,69.0,66.0,58.0,62.0,25,25,60,25,32,0.0,25,25,66,63,4,70
550000,1,1,65.0,67.0,69.0,66.0,58.0,62.0,25,25,60,25,32,0.0,25,25,66,63,4,63
1200000,1,1,69.0,71.0,73.0,70.0,60.0,68.0,13,9,60,13,31,20.0,13,12,71,69,4,65
1200000,1,1,69.0,71.0,73.0,70.0,60.0,68.0,13,9,60,13,31,20.0,13,12,71,69,4,70
1200000,1,1,69.0,71.0,73.0,70.0,60.0,68.0,13,9,60,13,31,20.0,13,12,71,69,4,70
1200000,1,1,69.0,71.0,73.0,70.0,60.0,68.0,13,9,60,13,31,20.0,13,12,71,69,4,63
1400000,1,1,69.0,71.0,73.0,70.0,60.0,68.0,13,9,60,13,31,20.0,13,12,69,68,4,65
1400000,1,1,69.0,71.0,73.0,70.0,60.0,68.0,13,9,60,13,31,20.0,13,12,69,68,4,70
1400000,1,1,69.0,71.0,73.0,70.0,60.0,68.0,13,9,60,13,31,20.0,13,12,69,68,4,70
1400000,1,1,69.0,71.0,73.0,70.0,60.0,68.0,13,9,60,13,31,20.0,13,12,69,68,4,63
290000,1,1,63.0,64.0,65.0,64.0,55.0,62.0,13,10,53,13,31,20.0,16,12,63,62,4,65
290000,1,1,63.0,64.0,65.0,64.0,55.0,62.0,13,10,53,13,31,20.0,16,12,63,62,4,70
290000,1,1,63.0,64.0,65.0,64.0,55.0,62.0,13,10,53,13,31,20.0,16,12,63,62,4,70
290000,1,1,63.0,64.0,65.0,64.0,55.0,62.0,13,10,53,13,31,20.0,16,12,63,62,4,63
875000,1,1,69.0,68.0,69.0,71.0,37.0,73.0,25,23,63,25,42,0.0,25,25,70,74,4,69
875000,1,1,69.0,68.0,69.0,71.0,37.0,73.0,25,23,63,25,42,0.0,25,25,70,74,4,76
875000,1,1,69.0,68.0,69.0,71.0,37.0,73.0,25,23,63,25,42,0.0,25,25,70,74,4,78
875000,1,1,69.0,68.0,69.0,71.0,37.0,73.0,25,23,63,25,42,0.0,25,25,70,74,4,76
875000,1,1,69.0,68.0,69.0,71.0,37.0,73.0,25,23,63,25,42,0.0,25,25,70,74,4,74
4500000,1,1,80.0,73.0,66.0,76.0,37.0,77.0,13,22,66,13,23,41.0,12,12,91,80,4,69
4500000,1,1,80.0,73.0,66.0,76.0,37.0,77.0,13,22,66,13,23,41.0,12,12,91,80,4,76
4500000,1,1,80.0,73.0,66.0,76.0,37.0,77.0,13,22,66,13,23,41.0,12,12,91,80,4,78
4500000,1,1,80.0,73.0,66.0,76.0,37.0,77.0,13,22,66,13,23,41.0,12,12,91,80,4,76
4500000,1,1,80.0,73.0,66.0,76.0,37.0,77.0,13,22,66,13,23,41.0,12,12,91,80,4,74
6500000,1,1,80.0,73.0,66.0,81.0,37.0,77.0,13,22,73,13,23,41.0,12,12,80,77,4,69
6500000,1,1,80.0,73.0,66.0,81.0,37.0,77.0,13,22,73,13,23,41.0,12,12,80,77,4,76
6500000,1,1,80.0,73.0,66.0,81.0,37.0,77.0,13,22,73,13,23,41.0,12,12,80,77,4,78
6500000,1,1,80.0,73.0,66.0,81.0,37.0,77.0,13,22,73,13,23,41.0,12,12,80,77,4,76
6500000,1,1,80.0,73.0,66.0,81.0,37.0,77.0,13,22,73,13,23,41.0,12,12,80,77,4,74
4700000,1,1,80.0,73.0,66.0,78.0,37.0,75.0,13,22,70,13,23,41.0,15,12,80,75,4,69
4700000,1,1,80.0,73.0,66.0,78.0,37.0,75.0,13,22,70,13,23,41.0,15,12,80,75,4,76
4700000,1,1,80.0,73.0,66.0,78.0,37.0,75.0,13,22,70,13,23,41.0,15,12,80,75,4,78
4700000,1,1,80.0,73.0,66.0,78.0,37.0,75.0,13,22,70,13,23,41.0,15,12,80,75,4,76
4700000,1,1,80.0,73.0,66.0,78.0,37.0,75.0,13,22,70,13,23,41.0,15,12,80,75,4,74
3400000,1,1,76.0,73.0,66.0,74.0,37.0,75.0,13,22,66,13,23,41.0,15,12,76,75,4,69
3400000,1,1,76.0,73.0,66.0,74.0,37.0,75.0,13,22,66,13,23,41.0,15,12,76,75,4,76
3400000,1,1,76.0,73.0,66.0,74.0,37.0,75.0,13,22,66,13,23,41.0,15,12,76,75,4,78
3400000,1,1,76.0,73.0,66.0,74.0,37.0,75.0,13,22,66,13,23,41.0,15,12,76,75,4,76
3400000,1,1,76.0,73.0,66.0,74.0,37.0,75.0,13,22,66,13,23,41.0,15,12,76,75,4,74
0,1,1,71.0,75.0,71.0,76.0,49.0,73.0,12,11,71,15,18,53.0,13,12,71,73,4,74
0,1,1,71.0,75.0,71.0,76.0,49.0,73.0,12,11,71,15,18,53.0,13,12,71,73,4,74
0,1,1,71.0,75.0,71.0,76.0,49.0,73.0,12,11,71,15,18,53.0,13,12,71,73,4,74
0,1,1,71.0,75.0,71.0,76.0,49.0,73.0,12,11,71,15,18,53.0,13,12,71,73,4,74
325000,1,1,64.0,58.0,64.0,64.0,36.0,63.0,25,25,57,25,25,0.0,25,25,64,63,4,62
325000,1,1,64.0,58.0,64.0,64.0,36.0,63.0,25,25,57,25,25,0.0,25,25,64,63,4,61
325000,1,1,64.0,58.0,64.0,64.0,36.0,63.0,25,25,57,25,25,0.0,25,25,64,63,4,61
325000,1,1,64.0,58.0,64.0,64.0,36.0,63.0,25,25,57,25,25,0.0,25,25,64,63,4,59
250000,1,1,64.0,58.0,64.0,62.0,35.0,59.0,12,12,56,8,13,33.0,12,13,64,63,4,62
250000,1,1,64.0,58.0,64.0,62.0,35.0,59.0,12,12,56,8,13,33.0,12,13,64,63,4,61
250000,1,1,64.0,58.0,64.0,62.0,35.0,59.0,12,12,56,8,13,33.0,12,13,64,63,4,61
250000,1,1,64.0,58.0,64.0,62.0,35.0,59.0,12,12,56,8,13,33.0,12,13,64,63,4,59
230000,1,1,64.0,58.0,64.0,62.0,35.0,59.0,12,12,56,8,13,33.0,12,13,64,59,4,62
230000,1,1,64.0,58.0,64.0,62.0,35.0,59.0,12,12,56,8,13,33.0,12,13,64,59,4,61
230000,1,1,64.0,58.0,64.0,62.0,35.0,59.0,12,12,56,8,13,33.0,12,13,64,59,4,61
230000,1,1,64.0,58.0,64.0,62.0,35.0,59.0,12,12,56,8,13,33.0,12,13,64,59,4,59
140000,1,1,60.0,56.0,59.0,61.0,35.0,57.0,12,12,54,8,13,33.0,20,13,60,57,4,62
140000,1,1,60.0,56.0,59.0,61.0,35.0,57.0,12,12,54,8,13,33.0,20,13,60,57,4,61
140000,1,1,60.0,56.0,59.0,61.0,35.0,57.0,12,12,54,8,13,33.0,20,13,60,57,4,61
140000,1,1,60.0,56.0,59.0,61.0,35.0,57.0,12,12,54,8,13,33.0,20,13,60,57,4,59
200000,1,1,61.0,58.0,58.0,62.0,49.0,58.0,13,16,56,18,16,34.0,9,14,61,58,4,60
200000,1,1,61.0,58.0,58.0,62.0,49.0,58.0,13,16,56,18,16,34.0,9,14,61,58,4,64
400000,1,1,66.0,64.0,62.0,64.0,49.0,63.0,13,16,56,18,16,54.0,13,14,66,63,4,60
400000,1,1,66.0,64.0,62.0,64.0,49.0,63.0,13,16,56,18,16,54.0,13,14,66,63,4,64
130000,1,1,59.0,59.0,53.0,58.0,47.0,58.0,15,13,56,17,19,32.0,13,12,59,58,4,59
375000,1,1,65.0,65.0,62.0,65.0,40.0,65.0,14,15,60,14,22,39.0,13,19,65,65,4,65
375000,1,1,65.0,65.0,62.0,65.0,40.0,65.0,14,15,60,14,22,39.0,13,19,65,65,4,65
375000,1,1,65.0,65.0,62.0,65.0,40.0,65.0,14,15,60,14,22,39.0,13,19,65,65,4,65
375000,1,1,64.0,65.0,62.0,63.0,40.0,66.0,14,15,61,14,22,39.0,21,19,64,66,4,65
375000,1,1,64.0,65.0,62.0,63.0,40.0,66.0,14,15,61,14,22,39.0,21,19,64,66,4,65
375000,1,1,64.0,65.0,62.0,63.0,40.0,66.0,14,15,61,14,22,39.0,21,19,64,66,4,65
375000,1,1,64.0,66.0,62.0,63.0,40.0,66.0,14,15,61,14,22,39.0,21,19,64,66,4,65
375000,1,1,64.0,66.0,62.0,63.0,40.0,66.0,14,15,61,14,22,39.0,21,19,64,66,4,65
375000,1,1,64.0,66.0,62.0,63.0,40.0,66.0,14,15,61,14,22,39.0,21,19,64,66,4,65
160000,1,1,57.0,60.0,52.0,58.0,47.0,58.0,25,25,56,25,34,0.0,25,25,58,59,4,58
270000,1,1,63.0,61.0,60.0,63.0,22.0,58.0,13,11,55,13,11,16.0,14,13,63,58,4,62
300000,1,1,62.0,61.0,56.0,65.0,47.0,59.0,25,25,66,25,25,0.0,25,25,65,64,4,60
300000,1,1,62.0,61.0,56.0,65.0,47.0,59.0,25,25,66,25,25,0.0,25,25,65,64,4,62
300000,1,1,62.0,61.0,56.0,65.0,47.0,59.0,25,25,66,25,25,0.0,25,25,65,64,4,63
300000,1,1,62.0,61.0,56.0,65.0,47.0,59.0,25,25,66,25,25,0.0,25,25,65,64,4,62
450000,1,1,64.0,60.0,56.0,68.0,49.0,62.0,14,11,44,12,13,38.0,11,15,64,62,4,60
450000,1,1,64.0,60.0,56.0,68.0,49.0,62.0,14,11,44,12,13,38.0,11,15,64,62,4,62
450000,1,1,64.0,60.0,56.0,68.0,49.0,62.0,14,11,44,12,13,38.0,11,15,64,62,4,63
450000,1,1,64.0,60.0,56.0,68.0,49.0,62.0,14,11,44,12,13,38.0,11,15,64,62,4,62
425000,1,1,65.0,59.0,56.0,68.0,49.0,62.0,12,11,54,12,23,37.0,11,15,65,62,4,60
425000,1,1,65.0,59.0,56.0,68.0,49.0,62.0,12,11,54,12,23,37.0,11,15,65,62,4,62
425000,1,1,65.0,59.0,56.0,68.0,49.0,62.0,12,11,54,12,23,37.0,11,15,65,62,4,63
425000,1,1,65.0,59.0,56.0,68.0,49.0,62.0,12,11,54,12,23,37.0,11,15,65,62,4,62
325000,1,1,65.0,58.0,58.0,66.0,49.0,61.0,12,11,50,12,18,49.0,10,15,65,61,4,60
325000,1,1,65.0,58.0,58.0,66.0,49.0,61.0,12,11,50,12,18,49.0,10,15,65,61,4,62
325000,1,1,65.0,58.0,58.0,66.0,49.0,61.0,12,11,50,12,18,49.0,10,15,65,61,4,63
325000,1,1,65.0,58.0,58.0,66.0,49.0,61.0,12,11,50,12,18,49.0,10,15,65,61,4,62
6500000,1,1,77.0,75.0,75.0,81.0,28.0,75.0,25,25,76,25,25,0.0,25,25,77,76,4,77
6500000,1,1,77.0,75.0,75.0,81.0,28.0,75.0,25,25,76,25,25,0.0,25,25,77,76,4,78
6500000,1,1,77.0,75.0,75.0,81.0,28.0,75.0,25,25,76,25,25,0.0,25,25,77,76,4,78
6500000,1,1,77.0,75.0,75.0,81.0,28.0,75.0,25,25,76,25,25,0.0,25,25,77,76,4,77
6500000,1,1,77.0,75.0,75.0,81.0,28.0,75.0,25,25,76,25,25,0.0,25,25,77,76,4,78
8500000,1,1,74.0,75.0,74.0,83.0,51.0,80.0,18,33,75,18,14,49.0,14,15,78,85,4,77
8500000,1,1,74.0,75.0,74.0,83.0,51.0,80.0,18,33,75,18,14,49.0,14,15,78,85,4,78
8500000,1,1,74.0,75.0,74.0,83.0,51.0,80.0,18,33,75,18,14,49.0,14,15,78,85,4,78
8500000,1,1,74.0,75.0,74.0,83.0,51.0,80.0,18,33,75,18,14,49.0,14,15,78,85,4,77
8500000,1,1,74.0,75.0,74.0,83.0,51.0,80.0,18,33,75,18,14,49.0,14,15,78,85,4,78
8000000,1,1,73.0,75.0,74.0,81.0,51.0,80.0,18,24,75,18,14,49.0,14,15,73,80,4,77
8000000,1,1,73.0,75.0,74.0,81.0,51.0,80.0,18,24,75,18,14,49.0,14,15,73,80,4,78
8000000,1,1,73.0,75.0,74.0,81.0,51.0,80.0,18,24,75,18,14,49.0,14,15,73,80,4,78
8000000,1,1,73.0,75.0,74.0,81.0,51.0,80.0,18,24,75,18,14,49.0,14,15,73,80,4,77
8000000,1,1,73.0,75.0,74.0,81.0,51.0,80.0,18,24,75,18,14,49.0,14,15,73,80,4,78
5500000,1,1,73.0,74.0,74.0,81.0,51.0,79.0,18,24,75,18,14,64.0,22,15,73,79,4,77
5500000,1,1,73.0,74.0,74.0,81.0,51.0,79.0,18,24,75,18,14,64.0,22,15,73,79,4,78
5500000,1,1,73.0,74.0,74.0,81.0,51.0,79.0,18,24,75,18,14,64.0,22,15,73,79,4,78
5500000,1,1,73.0,74.0,74.0,81.0,51.0,79.0,18,24,75,18,14,64.0,22,15,73,79,4,77
5500000,1,1,73.0,74.0,74.0,81.0,51.0,79.0,18,24,75,18,14,64.0,22,15,73,79,4,78
6500000,1,1,77.0,75.0,74.0,81.0,51.0,79.0,18,24,75,18,14,64.0,22,15,77,79,4,77
6500000,1,1,77.0,75.0,74.0,81.0,51.0,79.0,18,24,75,18,14,64.0,22,15,77,79,4,78
6500000,1,1,77.0,75.0,74.0,81.0,51.0,79.0,18,24,75,18,14,64.0,22,15,77,79,4,78
6500000,1,1,77.0,75.0,74.0,81.0,51.0,79.0,18,24,75,18,14,64.0,22,15,77,79,4,77
6500000,1,1,77.0,75.0,74.0,81.0,51.0,79.0,18,24,75,18,14,64.0,22,15,77,79,4,78
500000,1,1,61.0,60.0,57.0,70.0,38.0,68.0,25,25,61,25,25,0.0,25,25,61,68,4,64
500000,1,1,61.0,60.0,57.0,70.0,38.0,68.0,25,25,61,25,25,0.0,25,25,61,68,4,65
500000,1,1,61.0,60.0,57.0,70.0,38.0,68.0,25,25,61,25,25,0.0,25,25,61,68,4,66
575000,1,1,67.0,59.0,59.0,69.0,38.0,70.0,14,14,62,13,18,17.0,12,14,67,71,4,64
575000,1,1,67.0,59.0,59.0,69.0,38.0,70.0,14,14,62,13,18,17.0,12,14,67,71,4,65
575000,1,1,67.0,59.0,59.0,69.0,38.0,70.0,14,14,62,13,18,17.0,12,14,67,71,4,66
550000,1,1,69.0,57.0,53.0,68.0,38.0,70.0,14,14,62,12,18,57.0,17,14,69,70,4,64
550000,1,1,69.0,57.0,53.0,68.0,38.0,70.0,14,14,62,12,18,57.0,17,14,69,70,4,65
550000,1,1,69.0,57.0,53.0,68.0,38.0,70.0,14,14,62,12,18,57.0,17,14,69,70,4,66
425000,1,1,64.0,62.0,51.0,64.0,36.0,63.0,12,15,67,11,33,48.0,12,10,64,63,4,64
425000,1,1,64.0,62.0,51.0,64.0,36.0,63.0,12,15,67,11,33,48.0,12,10,64,63,4,62
280000,1,1,62.0,60.0,50.0,63.0,36.0,60.0,12,15,67,11,33,58.0,18,10,62,60,4,64
280000,1,1,62.0,60.0,50.0,63.0,36.0,60.0,12,15,67,11,33,58.0,18,10,62,60,4,62
3200000,1,1,73.0,74.0,74.0,75.0,56.0,73.0,25,25,70,25,23,0.0,25,25,74,74,4,73
3200000,1,1,73.0,74.0,74.0,75.0,56.0,73.0,25,25,70,25,23,0.0,25,25,74,74,4,71
3200000,1,1,73.0,74.0,74.0,75.0,56.0,73.0,25,25,70,25,23,0.0,25,25,74,74,4,68
3200000,1,1,73.0,74.0,74.0,75.0,56.0,73.0,25,25,70,25,23,0.0,25,25,74,74,4,69
3200000,1,1,73.0,74.0,74.0,75.0,56.0,73.0,25,25,70,25,23,0.0,25,25,74,74,4,70
